frame,host_time,clock,sequence,step,base_smile,base_rest,base_pressed,base_parted,overlay_smile,overlay_rest,overlay_pressed,overlay_parted,pose_smile,pose_rest,pose_pressed,pose_parted,blink,mouth,mouth_wide,mouth_opening,speech_active,needs_timer,anomaly,notices
65,2.7083,2.7083,speech.smile,说话时保持笑形,0.0000,0.0000,0.0000,0.0000,0.3200,0.0000,0.0000,0.0000,0.3200,0.0000,0.0000,0.0000,0.0000,0.3096,-0.7995,0.3096,1,1,,
66,2.7500,2.7500,speech.smile,说话时保持笑形,0.0000,0.0000,0.0000,0.0000,0.3200,0.0000,0.0000,0.0000,0.3200,0.0000,0.0000,0.0000,0.0000,0.3298,-0.7064,0.3298,1,1,,
67,2.7917,2.7917,speech.smile,说话时保持笑形,0.0000,0.0000,0.0000,0.0000,0.3200,0.0000,0.0000,0.0000,0.3200,0.0000,0.0000,0.0000,0.0000,0.3987,-0.3800,0.3987,1,1,,
68,2.8333,2.8333,speech.smile,说话时保持笑形,0.0000,0.0000,0.0000,0.0000,0.3200,0.0000,0.0000,0.0000,0.3200,0.0000,0.0000,0.0000,0.0000,0.4715,-0.0350,0.4715,1,1,,
69,2.8750,2.8750,speech.smile,说话时保持笑形,0.0000,0.0000,0.0000,0.0000,0.3200,0.0000,0.0000,0.0000,0.3200,0.0000,0.0000,0.0000,0.0000,0.4997,0.1006,0.4997,1,1,,
70,2.9167,2.9167,speech.smile,说话时保持笑形,0.0000,0.0000,0.0000,0.0000,0.3200,0.0000,0.0000,0.0000,0.3200,0.0000,0.0000,0.0000,0.0000,0.4792,0.1485,0.4792,1,1,,
71,2.9583,2.9583,speech.smile,说话时保持笑形,0.0000,0.0000,0.0000,0.0000,0.3200,0.0000,0.0000,0.0000,0.3200,0.0000,0.0000,0.0000,0.0000,0.4335,0.2553,0.4335,1,1,,
72,3.0000,3.0000,speech.smile,说话时保持笑形,0.0000,0.0000,0.0000,0.0000,0.3200,0.0000,0.0000,0.0000,0.3200,0.0000,0.0000,0.0000,0.0000,0.3732,0.3959,0.3732,1,1,,
73,3.0417,3.0417,speech.smile,回到自然,0.0000,0.0000,0.0000,0.0000,0.3200,0.0000,0.0000,0.0000,0.3200,0.0000,0.0000,0.0000,0.0000,0.3091,0.5455,0.3091,1,1,,speech.smile#step1
74,3.0833,3.0833,speech.smile,回到自然,0.0000,0.0000,0.0000,0.0000,0.3123,0.0000,0.0000,0.0000,0.3123,0.0000,0.0000,0.0000,0.0000,0.2518,0.6791,0.2518,1,1,,
75,3.1250,3.1250,speech.smile,回到自然,0.0000,0.0000,0.0000,0.0000,0.2911,0.0000,0.0000,0.0000,0.2911,0.0000,0.0000,0.0000,0.0000,0.2121,0.7719,0.2121,1,1,,
76,3.1667,3.1667,speech.smile,回到自然,0.0000,0.0000,0.0000,0.0000,0.2596,0.0000,0.0000,0.0000,0.2596,0.0000,0.0000,0.0000,0.0000,0.1995,0.7978,0.1995,1,1,,
77,3.2083,3.2083,speech.smile,回到自然,0.0000,0.0000,0.0000,0.0000,0.2208,0.0000,0.0000,0.0000,0.2208,0.0000,0.0000,0.0000,0.0000,0.1753,0.7011,0.1753,1,1,,
78,3.2500,3.2500,speech.smile,回到自然,0.0000,0.0000,0.0000,0.0000,0.1777,0.0000,0.0000,0.0000,0.1777,0.0000,0.0000,0.0000,0.0000,0.1270,0.5079,0.1270,1,1,,
79,3.2917,3.2917,speech.smile,回到自然,0.0000,0.0000,0.0000,0.0000,0.1334,0.0000,0.0000,0.0000,0.1334,0.0000,0.0000,0.0000,0.0000,0.0708,0.2833,0.0708,1,1,,
